date,donations,donationsDelta,donationsReceived,name,tag,trophies
2018-03-22 14:09:00,130.0,-150.0,280.0,AndreQuadros,2P92YJC,4166.0
2018-03-22 14:09:00,294.0,14.0,280.0,.:*AduVaN4Ik*:.,2PYJLLCU,4163.0
2018-03-22 14:09:00,322.0,-38.0,360.0,maurito,2V98CPRV,4153.0
2018-03-22 14:09:00,255.0,-65.0,320.0,moonknight1402,LC2JPCQ,4132.0
2018-03-22 14:09:00,172.0,12.0,160.0,Massi,2Q90G92R,4091.0
2018-03-22 14:09:00,449.0,89.0,360.0,Rixy,LGV2GR0P,4084.0
2018-03-22 14:09:00,146.0,-54.0,200.0,cartero,LQ2U2V2Y,4066.0
2018-03-22 14:09:00,396.0,-44.0,440.0,antonio,URG2UJJ2,4055.0
2018-03-22 14:09:00,279.0,-1.0,280.0,ninonà,LJ2P2UJQ,4008.0
2018-03-22 14:09:00,46.0,6.0,40.0,AndiGarcia,PCLR990U,4005.0
2018-03-22 14:09:00,617.0,177.0,440.0,Karma,2QJU2YY92,3999.0
2018-03-22 14:09:00,102.0,-58.0,160.0,JoWood,2CGJVY0Q,3997.0
2018-03-22 14:09:00,334.0,-66.0,400.0,sydmirror,82UUP9QLR,3993.0
2018-03-22 14:09:00,32.0,-128.0,160.0,Ivan,CGP89PV0,3976.0
2018-03-22 14:09:00,492.0,172.0,320.0,sally snow,LR82Q9C9,3970.0
2018-03-22 14:09:00,70.0,-50.0,120.0,TopAngy,JCPYJLVG,3960.0
2018-03-22 14:09:00,255.0,15.0,240.0,macomaco,UJP8LVUL,3954.0
2018-03-22 14:09:00,179.0,-141.0,320.0,Porkys,LVGP9Q9G,3947.0
2018-03-22 14:09:00,305.0,25.0,280.0,Red,2CPR9L20,3932.0
2018-03-22 14:09:00,0.0,-80.0,80.0,prince,9C9VJLJC,3921.0
2018-03-22 14:09:00,212.0,-68.0,280.0,PEKKATORE,89YRQ9R0P,3918.0
2018-03-22 14:09:00,28.0,-12.0,40.0,SCANDALOSA,20UGP2P0Q,3913.0
2018-03-22 14:09:00,204.0,44.0,160.0,cippi03,PGQVY99V,3905.0
2018-03-22 14:09:00,463.0,143.0,320.0,Lord Albert,2QPCJ9CV9,3902.0
2018-03-22 14:09:00,278.0,-2.0,280.0,peppebusa,L0800PY9,3891.0
2018-03-22 14:09:00,142.0,-138.0,280.0,ciupi,ULGLPPP9,3879.0
2018-03-22 14:09:00,182.0,-138.0,320.0,siraxl,RR0RUV,3866.0
2018-03-22 14:09:00,141.0,-179.0,320.0,hdd Crew,J892LVVU,3843.0
2018-03-22 14:09:00,449.0,49.0,400.0,Daddorix,RRJPLUVU,3830.0
2018-03-22 14:09:00,240.0,0.0,240.0,Slang,JGR8Q9U,3817.0
2018-03-22 14:09:00,148.0,68.0,80.0,ValeBuongio,CVJVVRU2,3811.0
2018-03-22 14:09:00,73.0,-207.0,280.0,$imone04,PCGG9QLG,3809.0
2018-03-22 16:55:09,708.0,428.0,280.0,Shiuvan,22GQPCJJP,4753.0
2018-03-22 16:55:09,540.0,100.0,440.0,Adrypok,20RVR029R,4532.0
2018-03-22 16:55:09,801.0,361.0,440.0,TheSonicSliver,9LG8QV2G,4416.0
2018-03-22 16:55:09,417.0,97.0,320.0,Asgarabaddad,PQ0LL9Y2,4378.0
2018-03-22 16:55:09,504.0,144.0,360.0,Nakakata,8G2JCQ0Q2,4376.0
2018-03-22 16:55:09,495.0,55.0,440.0,Xernakam,Y2UV98Y0,4349.0
2018-03-22 16:55:09,160.0,-120.0,280.0,eiirp,GU8YYUPL,4325.0
2018-03-22 16:55:09,101.0,-219.0,320.0,Oliver,99888JG,4286.0
2018-03-22 16:55:09,392.0,-48.0,440.0,dani11cali,9JUUVUL2,4271.0
2018-03-22 16:55:09,729.0,289.0,440.0,Eisenheim,80QQVCQ8G,4230.0
2018-03-22 16:55:09,36.0,-44.0,80.0,Raf ó Pipistrel,PQ2LULU,4205.0
2018-03-22 16:55:09,581.0,101.0,480.0,Skoy,8RLVV20PY,4196.0
2018-03-22 16:55:09,154.0,-126.0,280.0,Carlucciello,J0JV0C8,4181.0
2018-03-22 16:55:09,232.0,-208.0,440.0,El Mariachi,RUJL8R9Y,4179.0
2018-03-22 16:55:09,130.0,-150.0,280.0,AndreQuadros,2P92YJC,4166.0
2018-03-22 16:55:09,294.0,14.0,280.0,.:*AduVaN4Ik*:.,2PYJLLCU,4163.0
2018-03-22 16:55:09,322.0,-38.0,360.0,maurito,2V98CPRV,4153.0
2018-03-22 16:55:09,265.0,-95.0,360.0,moonknight1402,LC2JPCQ,4132.0
2018-03-22 16:55:09,457.0,89.0,368.0,Rixy,LGV2GR0P,4113.0
2018-03-22 16:55:09,172.0,12.0,160.0,Massi,2Q90G92R,4091.0
2018-03-22 16:55:09,146.0,-54.0,200.0,cartero,LQ2U2V2Y,4066.0
2018-03-22 16:55:09,416.0,-24.0,440.0,antonio,URG2UJJ2,4055.0
2018-03-22 16:55:09,362.0,-70.0,432.0,sydmirror,82UUP9QLR,4024.0
2018-03-22 16:55:09,222.0,-58.0,280.0,PEKKATORE,89YRQ9R0P,4010.0
2018-03-22 16:55:09,279.0,-1.0,280.0,ninonà,LJ2P2UJQ,4008.0
2018-03-22 16:55:09,46.0,6.0,40.0,AndiGarcia,PCLR990U,4005.0
2018-03-22 16:55:09,130.0,-30.0,160.0,JoWood,2CGJVY0Q,3997.0
2018-03-22 16:55:09,32.0,-128.0,160.0,Ivan,CGP89PV0,3976.0
2018-03-22 16:55:09,508.0,148.0,360.0,sally snow,LR82Q9C9,3970.0
2018-03-22 16:55:09,657.0,217.0,440.0,Karma,2QJU2YY92,3970.0
2018-03-22 16:55:09,90.0,-70.0,160.0,TopAngy,JCPYJLVG,3960.0
2018-03-22 16:55:09,323.0,3.0,320.0,Red,2CPR9L20,3960.0
2018-03-22 16:55:09,255.0,15.0,240.0,macomaco,UJP8LVUL,3954.0
2018-03-22 16:55:09,179.0,-141.0,320.0,Porkys,LVGP9Q9G,3947.0
2018-03-22 16:55:09,0.0,-80.0,80.0,prince,9C9VJLJC,3921.0
2018-03-22 16:55:09,204.0,44.0,160.0,cippi03,PGQVY99V,3905.0
2018-03-22 16:55:09,278.0,-2.0,280.0,peppebusa,L0800PY9,3891.0
2018-03-22 16:55:09,78.0,-2.0,80.0,SCANDALOSA,20UGP2P0Q,3885.0
2018-03-22 16:55:09,143.0,-177.0,320.0,ciupi,ULGLPPP9,3879.0
2018-03-22 16:55:09,535.0,175.0,360.0,Lord Albert,2QPCJ9CV9,3872.0
2018-03-22 16:55:09,182.0,-138.0,320.0,siraxl,RR0RUV,3866.0
2018-03-22 16:55:09,141.0,-179.0,320.0,hdd Crew,J892LVVU,3843.0
2018-03-22 16:55:09,459.0,19.0,440.0,Daddorix,RRJPLUVU,3830.0
2018-03-22 16:55:09,240.0,0.0,240.0,Slang,JGR8Q9U,3817.0
2018-03-22 16:55:09,186.0,66.0,120.0,ValeBuongio,CVJVVRU2,3811.0
2018-03-22 16:55:09,73.0,-207.0,280.0,$imone04,PCGG9QLG,3809.0
2018-03-24 23:40:40,1020.0,580.0,440.0,Shiuvan,22GQPCJJP,4658.0
2018-03-24 23:40:40,1255.0,535.0,720.0,TheSonicSliver,9LG8QV2G,4416.0
2018-03-24 23:40:40,707.0,147.0,560.0,Asgarabaddad,PQ0LL9Y2,4408.0
2018-03-24 23:40:40,1074.0,354.0,720.0,Eisenheim,80QQVCQ8G,4406.0
2018-03-24 23:40:40,272.0,-248.0,520.0,Carlucciello,J0JV0C8,4387.0
2018-03-24 23:40:40,1032.0,312.0,720.0,Adrypok,20RVR029R,4361.0
2018-03-24 23:40:40,725.0,5.0,720.0,Xernakam,Y2UV98Y0,4354.0
2018-03-24 23:40:40,311.0,-209.0,520.0,Oliver,99888JG,4312.0
2018-03-24 23:40:40,324.0,-196.0,520.0,eiirp,GU8YYUPL,4293.0
2018-03-24 23:40:40,820.0,260.0,560.0,Nakakata,8G2JCQ0Q2,4288.0
2018-03-24 23:40:40,546.0,-134.0,680.0,dani11cali,9JUUVUL2,4243.0
2018-03-24 23:40:40,368.0,-112.0,480.0,PEKKATORE,89YRQ9R0P,4214.0
2018-03-24 23:40:40,110.0,-250.0,360.0,Ivan,CGP89PV0,4212.0
2018-03-24 23:40:40,110.0,-90.0,200.0,Raf ó Pipistrel,PQ2LULU,4203.0
2018-03-24 23:40:40,620.0,20.0,600.0,Rixy,LGV2GR0P,4170.0
2018-03-24 23:40:40,342.0,-138.0,480.0,.:*AduVaN4Ik*:.,2PYJLLCU,4153.0
2018-03-24 23:40:40,464.0,-216.0,680.0,El Mariachi,RUJL8R9Y,4142.0
2018-03-24 23:40:40,409.0,-191.0,600.0,moonknight1402,LC2JPCQ,4128.0
2018-03-24 23:40:40,374.0,54.0,320.0,Massi,2Q90G92R,4117.0
2018-03-24 23:40:40,198.0,-202.0,400.0,AndreQuadros,2P92YJC,4108.0
2018-03-24 23:40:40,475.0,-45.0,520.0,ninonà,LJ2P2UJQ,4095.0
2018-03-24 23:40:40,202.0,-78.0,280.0,cartero,LQ2U2V2Y,4066.0
2018-03-24 23:40:40,636.0,-4.0,640.0,maurito,2V98CPRV,4058.0
2018-03-24 23:40:40,546.0,-174.0,720.0,antonio,URG2UJJ2,4055.0
2018-03-24 23:40:40,512.0,-8.0,520.0,peppebusa,L0800PY9,4043.0
2018-03-24 23:40:40,526.0,86.0,440.0,macomaco,UJP8LVUL,4017.0
2018-03-24 23:40:40,166.0,46.0,120.0,AndiGarcia,PCLR990U,4005.0
2018-03-24 23:40:40,222.0,-18.0,240.0,JoWood,2CGJVY0Q,4002.0
2018-03-24 23:40:40,658.0,-22.0,680.0,sydmirror,82UUP9QLR,4002.0
2018-03-24 23:40:40,857.0,257.0,600.0,sally snow,LR82Q9C9,4001.0
2018-03-24 23:40:40,913.0,163.0,750.0,Skoy,8RLVV20PY,3992.0
2018-03-24 23:40:40,176.0,-104.0,280.0,TopAngy,JCPYJLVG,3965.0
2018-03-24 23:40:40,598.0,38.0,560.0,Red,2CPR9L20,3960.0
2018-03-24 23:40:40,520.0,0.0,520.0,Porkys,LVGP9Q9G,3947.0
2018-03-24 23:40:40,104.0,-56.0,160.0,SCANDALOSA,20UGP2P0Q,3945.0
2018-03-24 23:40:40,1093.0,413.0,680.0,Karma,2QJU2YY92,3941.0
2018-03-24 23:40:40,821.0,261.0,560.0,Lord Albert,2QPCJ9CV9,3872.0
2018-03-24 23:40:40,336.0,-144.0,480.0,siraxl,RR0RUV,3866.0
2018-03-24 23:40:40,392.0,-8.0,400.0,Slang,JGR8Q9U,3847.0
2018-03-24 23:40:40,330.0,50.0,280.0,cippi03,PGQVY99V,3843.0
2018-03-24 23:40:40,641.0,-39.0,680.0,Daddorix,RRJPLUVU,3827.0
2018-03-24 23:40:40,196.0,-284.0,480.0,hdd Crew,J892LVVU,3826.0
2018-03-24 23:40:40,203.0,-277.0,480.0,$imone04,PCGG9QLG,3780.0
2018-03-24 23:40:40,201.0,-319.0,520.0,ciupi,ULGLPPP9,3740.0
2018-03-24 23:40:40,349.0,109.0,240.0,ValeBuongio,CVJVVRU2,3722.0
